web-1  | INFO:     Started server process [6]
api-1       | INFO:     172.18.0.5:53976 - "GET / HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53976 - "GET / HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53976 - "GET / HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53976 - "GET / HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53976 - "GET / HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53976 - "GET / HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53976 - "GET / HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53976 - "GET /latest/meta-data/ HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53976 - "GET /latest/meta-data/ HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53976 - "GET /computeMetadata/v1/ HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53976 - "GET /computeMetadata/v1/ HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53976 - "GET /opc/v1/instance/ HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53976 - "GET /opc/v1/instance/ HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53976 - "GET /opc/v2/instance/ HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53976 - "GET /opc/v2/instance/ HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53976 - "GET /latest/meta-data/ HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53976 - "GET /latest/meta-data/ HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53976 - "GET /metadata/instance HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53976 - "GET /metadata/v1 HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53976 - "GET /openstack/latest/meta_data.json HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53976 - "GET / HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53976 - "GET / HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53990 - "GET /openapi.json/ HTTP/1.1" 307 Temporary Redirect
api-1       | INFO:     172.18.0.5:53976 - "GET / HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53990 - "GET /health/ HTTP/1.1" 307 Temporary Redirect
api-1       | INFO:     172.18.0.5:53990 - "GET /openapi.json HTTP/1.1" 200 OK
api-1       | INFO:     172.18.0.5:53990 - "GET /health HTTP/1.1" 200 OK
api-1       | INFO:     172.18.0.5:53990 - "GET / HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53990 - "GET / HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53990 - "GET / HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53990 - "GET / HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53990 - "GET / HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53990 - "GET / HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53976 - "GET /actuator/health HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53990 - "GET /actuator/health HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53990 - "GET / HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53990 - "GET / HTTP/1.1" 404 Not Found
api-1       | INFO:     172.18.0.5:53990 - "GET / HTTP/1.1" 404 Not Found
api-1       | INFO:     127.0.0.1:53796 - "GET /health HTTP/1.1" 200 OK
database-1  | The files belonging to this database system will be owned by user "postgres".
database-1  | This user must also own the server process.
database-1  | 
database-1  | The database cluster will be initialized with locale "en_US.utf8".
database-1  | The default database encoding has accordingly been set to "UTF8".
database-1  | The default text search configuration will be set to "english".
database-1  | 
database-1  | Data page checksums are disabled.
database-1  | 
database-1  | fixing permissions on existing directory /var/lib/postgresql/data ... ok
database-1  | creating subdirectories ... ok
database-1  | selecting dynamic shared memory implementation ... posix
database-1  | selecting default max_connections ... 100
database-1  | selecting default shared_buffers ... 128MB
database-1  | selecting default time zone ... UTC
database-1  | creating configuration files ... ok
database-1  | running bootstrap script ... ok
database-1  | sh: locale: not found
database-1  | 2026-07-26 15:09:17.447 UTC [35] WARNING:  no usable system locales were found
database-1  | performing post-bootstrap initialization ... ok
database-1  | syncing data to disk ... ok
database-1  | 
database-1  | 
database-1  | Success. You can now start the database server using:
database-1  | 
database-1  |     pg_ctl -D /var/lib/postgresql/data -l logfile start
database-1  | 
database-1  | initdb: warning: enabling "trust" authentication for local connections
database-1  | initdb: hint: You can change this by editing pg_hba.conf or using the option -A, or --auth-local and --auth-host, the next time you run initdb.
database-1  | waiting for server to start....2026-07-26 15:09:17.936 UTC [41] LOG:  starting PostgreSQL 16.14 on x86_64-pc-linux-musl, compiled by gcc (Alpine 15.2.0) 15.2.0, 64-bit
database-1  | 2026-07-26 15:09:17.937 UTC [41] LOG:  listening on Unix socket "/var/run/postgresql/.s.PGSQL.5432"
database-1  | 2026-07-26 15:09:17.938 UTC [44] LOG:  database system was shut down at 2026-07-26 15:09:17 UTC
database-1  | 2026-07-26 15:09:17.942 UTC [41] LOG:  database system is ready to accept connections
database-1  |  done
database-1  | server started
database-1  | CREATE DATABASE
database-1  | 
database-1  | 
database-1  | /usr/local/bin/docker-entrypoint.sh: ignoring /docker-entrypoint-initdb.d/*
database-1  | 
database-1  | waiting for server to shut down...2026-07-26 15:09:18.069 UTC [41] LOG:  received fast shutdown request
database-1  | 2026-07-26 15:09:18.070 UTC [41] LOG:  aborting any active transactions
database-1  | .2026-07-26 15:09:18.075 UTC [41] LOG:  background worker "logical replication launcher" (PID 47) exited with exit code 1
database-1  | 2026-07-26 15:09:18.076 UTC [42] LOG:  shutting down
database-1  | 2026-07-26 15:09:18.076 UTC [42] LOG:  checkpoint starting: shutdown immediate
database-1  | 2026-07-26 15:09:18.082 UTC [42] LOG:  checkpoint complete: wrote 926 buffers (5.7%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.006 s, sync=0.001 s, total=0.007 s; sync files=301, longest=0.001 s, average=0.000 s; distance=4283 kB, estimate=4283 kB; lsn=0/1925D68, redo lsn=0/1925D68
database-1  | 2026-07-26 15:09:18.089 UTC [41] LOG:  database system is shut down
database-1  |  done
database-1  | server stopped
database-1  | 
database-1  | PostgreSQL init process complete; ready for start up.
database-1  | 
database-1  | 2026-07-26 15:09:18.193 UTC [1] LOG:  starting PostgreSQL 16.14 on x86_64-pc-linux-musl, compiled by gcc (Alpine 15.2.0) 15.2.0, 64-bit
database-1  | 2026-07-26 15:09:18.193 UTC [1] LOG:  listening on IPv4 address "0.0.0.0", port 5432
database-1  | 2026-07-26 15:09:18.193 UTC [1] LOG:  listening on IPv6 address "::", port 5432
database-1  | 2026-07-26 15:09:18.194 UTC [1] LOG:  listening on Unix socket "/var/run/postgresql/.s.PGSQL.5432"
database-1  | 2026-07-26 15:09:18.197 UTC [57] LOG:  database system was shut down at 2026-07-26 15:09:18 UTC
database-1  | 2026-07-26 15:09:18.201 UTC [1] LOG:  database system is ready to accept connections
